name,style,abv,ibu,color
Mercy Extra Stout,Irish Extra Stout,6.01,37.99,50
#48 Granadilla Beer,American Pale Ale,5.2,37.1,4.9
Cream Ale,Cream Ale,5.17,15.69,5.13
Orange Blossom And Dark Fruit Melomel,Other Fruit Melomel,13.07,0,4.4
LaidBock Weizenbock,Doppelbock,8.68,18.04,6.67
Double Century Bohemian Pilsner,Bohemian Pilsener,11.64,113.65,5.77
Kernel Export Porter,Foreign Extra Stout,7.31,30.95,45.59
Black IPA,American IPA,6.06,128.93,40
Be Twix'ed Chocolate Caramel Stout,Sweet Stout,4.46,30.81,33.58
My 80 Minute,Imperial IPA,8.5,99.88,8.85
Big Sky Moose Drool Clone,American Brown Ale,5.22,25.22,19.88
05 - Corona Clone,Light American Lager,5.75,18.5,2.4
Irish Stout (Brewer's Best),Dry Stout,4.85,35,30.14
Deschutes Chainbreaker Clone,American Wheat or Rye Beer,5.71,44.18,3.46
Strawberry Kiwi Mead,Other Fruit Melomel,12.21,0,4.7
Hefeweizen 23 Litres,Weissbier,4.97,15.27,3.86
BYO Guinness-Style Dry Stout (orig),Irish Stout,4.19,37.66,35.45
Oatmeal Coffee Stout,Oatmeal Stout,6.28,38.43,35.8
Winter Warmer Pumpkin Ale,Old Ale,8.2,30.35,21.99
Goji Berry Pale Ale,Fruit Beer,6.6,97.91,6.07
Pale Ale Mosaic/Simcoe/Citra,American Pale Ale,5.75,54.69,6.56
Imperial Red IPA,Specialty IPA: Red IPA,7.51,63.92,15.56
Pilsner Urquell,Czech Premium Pale Lager,4.83,16.72,6.99
Oak Butt Brown Ale,Mild,5.28,27.96,17.83
Wit,Witbier,4.98,14.61,4.05
Belgian Saison - Dupont Clone,Saison,6.59,20.92,6.74
Red Rye IPA 8 BBL,Specialty IPA: Red IPA,7.25,83.4,15.8
NZ IPA,American IPA,5.89,66.58,5.54
I'm Your Huckleberry,American Pale Ale,4.38,20.07,5.6
The Kraken Black IPA,Specialty IPA: Black IPA,7.38,22.33,25.66
Rye Pilsner,German Pils,4.96,28.02,4.16
Cream Of Three Crops,Cream Ale,4.25,17.37,2.73
8 Wired Tall Poppy Clone,American Amber Ale,6.75,62.75,16.58
Smash BIAB Pale 2 Row / Amarillo,American IPA,5.9,30.09,3.59
08: Nate's Citrus Bomb IPA,American IPA,7.06,122.14,5.23
Passionate Blonde,Blonde Ale,6.2,20.03,6.68
Bombastic Purpletastic,American Wheat or Rye Beer,3.97,19.01,3.7
1776 English Porter,Brown Porter,7.77,61.44,34.09
Dark Lager,Munich Dunkel,6.62,32.17,22.91
'Tis The Saison,Saison,4.89,23.55,7.69
DDH Monkish Clone,American IPA,8.36,140.24,5.68
Pauwell Kwak Belgian Ale,Belgian Golden Strong Ale,7.64,20.41,15.23
Bjørges Hvete,Dunkelweizen,5.22,17.45,20.89
Basic Session IPA,American IPA,5.13,85.47,7.51
Sweet Potato Porter,Robust Porter,6.14,40.69,35.67
Gold Cap G-Free Oatmeal Stout#6,Oatmeal Stout,5.9,36.27,26.94
Mango Cider,Fruit Cider,6.33,0,6.21
Galaxy/Mosaic IPA,American IPA,6.53,62.3,7.24
House Ale #1 (20 Liter),American Pale Ale,5.57,30.2,5.66
Double Chocolate Porter,Imperial Stout,8.07,22.33,39.87
Hell Is Chrome,American IPA,6.83,43.22,40
Rauchbier,Rauchbier,5.92,20.85,13.42
Smoked Scotch Ale,Strong Scotch Ale,9.22,24.95,15.37
"""Better Than Voodoo"" Brown",American Brown Ale,5.41,29.04,17.4
Bourbon Coffee Brown Ale,American Brown Ale,7.35,26.16,26.14
Proviva Berliner,Berliner Weisse,4.22,0,2.88
American Standard Amber Ale,American Amber Ale,5.79,34.59,11.93
Dark Sour,Wood-Aged Beer,8.48,7.66,22.27
Lil' Lady,Saison,5.42,23.3,3.46
Luddy's American Pale,American Pale Ale,5.22,27.03,4.94
#56 Scottish Export 80/-,Scottish Export,5.4,25.15,15.75
Case: IDrinkAllDay IPA,American IPA,4.47,89.99,3.22
Roboktoberfest Bier,Märzen,5.7,20.65,12.6
Honey Ale,American Amber Ale,5.14,38.33,5.96
Czech Pilsner,German Pilsner (Pils),4.42,28.25,8.05
Zombie Dust Clone,Imperial IPA,7.64,83.97,9.64
Ozarks Golden Ale,California Common Beer,5.37,37.65,7.69
Two-Faced Monster Ale,American Strong Ale,9.37,83.56,15.46
Easter Maple Ale,American Amber Ale,5.76,36.21,12.13
Harvat Oktoberfest,Oktoberfest/Märzen,4.75,33.34,9.22
Hefeweizen,Weizen/Weissbier,5.39,12.57,5.78
Smokin Scottish Ale,Scottish Heavy 70/-,4.75,24.53,15.62
Honey Jalapeño Wheat,Spice Herb or Vegetable Beer,6.29,17.91,4.94
IA Wrench Clone,Specialty IPA: New England IPA,6.58,84.24,5.28
IA Wrench Clone,Specialty IPA: New England IPA,6.58,84.24,5.28
Sweetwater 420,American Pale Ale,5.76,38.62,4.89
Hoptopus,Special/Best/Premium Bitter,4.87,31.1,4.32
Cream Ale,Cream Ale,4.59,19.28,4.46
Liquid Arrogance,Old Ale,7.23,125.11,20.2
011. New England IPA,American IPA,5.96,32.08,4.6
Teuflisch Hellrauch,Oktoberfest/Märzen,5.5,22.95,8.29
Total Domination IPA Clone (fail),American IPA,5.92,61.97,6.34
MadMonk,Trappist Single,5.21,0,6.28
Lichtenstein,Lichtenhainer,3.85,8.42,3.13
IPA,English IPA,5.75,72.28,7.56
Invasion Ipa,Imperial IPA,7.79,100.23,6.31
Sasquatch Brewing - Oregon Session Ale,Cream Ale,5.09,17.92,3.09
Tepache,Fruit Beer,3.48,19.13,7.04
Kingpin Lager Clone,German Pils,4.7,31.16,5.22
Polka Dotted Bovine,Cream Ale,4.61,19.02,4.52
Jeff Jones's Full Sail Golden Ale Recipe,American Pale Ale,5.63,21.83,6.16
Hoegaarden,Witbier,5.21,17.76,3.6
Roggenbier,Roggenbier (German Rye Beer),4.95,14.61,16.21
Sour Raspberry Witbier (GFunk),Witbier,4.96,5.5,6.44
Hoegaarden,Witbier,5.21,17.76,3.6
Lost In Translation,Double IPA,9.22,81.02,8.7
Amarillo IPA,American IPA,6.18,68.31,6.31
Tropical Stout,Tropical Stout,5.87,25.54,41.12
Mosaic Honey IPA,American IPA,5.81,52.48,9.52
Hofbrauhaus Oktoberfest,Munich Helles,5.58,19.58,5.36
HopHead  IPA,American IPA,6.47,78.19,14.87
Barley Wine,English Barleywine,11.46,42.07,19
BIAB Scotch Ale,Strong Scotch Ale,7.72,23.72,22.41
Chocolate Porter (Full Boil),Baltic Porter,7.65,37.37,36.24
White Knight,Mixed-Fermentation Sour Beer,4.71,8.8,3.38
Bock,Doppelbock,7.59,33.38,9.47
26-ris (I Miejsce KPD Chorzów 2017),Russian Imperial Stout,13.92,103.05,50
Obsidian Stout Clone,American Stout,7.21,58.9,47.17
Honey Ale (Butty Bach Clone) Beer 26a,Extra Special/Strong Bitter (ESB),4.54,34.29,5.39
Nibs - Chocolate Milk Stout,American Stout,5.32,21.09,39.98
Barrel Aged Stout,Russian Imperial Stout,8.45,53.83,31.58
Brewferm Gallia (Belgian Ale Saison),Saison,5.44,0,7.93
Buggles Fitter,Strong Bitter,4.88,34.12,9.48
Lionheart's Dubbel,Belgian Dubbel,6.55,16.62,11.08
Martas Summer Saison,Saison,5.42,22.07,6.39
The Schwarzbier Radius,Schwarzbier,5.25,27.77,28.39
Pumpkin Ale,Spice Herb or Vegetable Beer,7.74,18.26,8.34
Watermelon Pale Ale,American Pale Ale,4.78,18.86,6.09
Watermelon Kolsch,Fruit Beer,4.8,40.57,3.08
West Coast  IPA,Imperial IPA,8.13,96.14,5.59
All Hallow's Eve Pumpkin Ale,American Amber Ale,5.36,26.97,10.46
Hazy Daze NEIPA,American IPA,6.03,61.77,6.07
English Rye Bitter,Best Bitter,4.19,31.48,6.6
OS2,Oatmeal Stout,7.27,28.01,36.18
Warhorse,American Pale Ale,6.04,42.69,10.02
Pictures Of Feces,Robust Porter,6.6,28.12,48.79
Chocolate Smoked Cherrywood Barleywine,American Barleywine,9.87,60.92,19.97
Bristol Laughing Lab,Scottish Export 80/-,5.46,21.17,15.89
Dark Stanley Robust Porter,Baltic Porter,8.35,63.11,50
Allagash Brewing Curieux Clone,Belgian Specialty Ale,7.51,34.61,2.87
Lil Juicy NEIPA,American IPA,5.94,66.2,5.99
Stygian IPA,Specialty IPA: Black IPA,6.69,44.54,20.46
#04 American Pale Ale,American Pale Ale,4.68,35.96,12.83
Black IPA,Imperial IPA,7.69,100.7,36.43
SUCK A BAG OF DICKS,Kölsch,5.51,28.46,3.26
Avery Hog Heaven Clone,American Barleywine,10.97,101.92,21.74
#04 American Pale Ale,American Pale Ale,4.68,35.96,12.83
Old Red,American Amber Ale,5.32,39.46,14.36
Tired Hands Pineal IPA Clone,American IPA,6.64,59.56,4.2
White IPA,Specialty IPA: White IPA,6.73,68.81,4.56
Omega Blonde,Blonde Ale,5.7,18.38,3.89
Chris' English Mild,Mild,3.47,18.92,17.33
Belgian Tripel-V,Belgian Tripel,7.85,36.9,4.53
Citra SMaSH American Pale Ale,American Pale Ale,5.97,40.49,5.26
Harvest Amber Ale,American Amber Ale,5.93,30.36,12.95
Erdinger Dunkel Clone,Munich Dunkel,5.3,0,18.93
Sword Of Saint Peter AAA,American Amber Ale,5.52,30.48,11.15
Milkshake IPA,American IPA,7.05,45.06,5.7
Smoke & Oakum IPA,Wood-Aged Beer,10.94,109.81,18.8
Vanilla Ice Cream Pale Ale,Experimental Beer,6.13,13.08,5.69
Invasion Plan Pale Ale,American Pale Ale,5.23,39.5,9.25
Cinnamon Coffee Stout,American Stout,6.47,53.67,37.51
La Chouffe Kloon,Belgian Blond Ale,6.09,29.91,13.62
Achel Bruin Extra Clone,Belgian Dark Strong Ale,9.67,27.43,31.5
Bang O' Rang,Standard/Ordinary Bitter,3.5,30.58,5.66
Black Raven Trickster IPA Clone,American IPA,6.19,56.87,11.15
Dunkelweizen,Dunkelweizen,6.91,19.19,16.81
Oktoberfest (Hacker Pschorr),Märzen,6,21.05,8.06
Tommy 2X IPA,Imperial IPA,8.03,99.58,4.33
Achel Bruin Extra Clone,Belgian Dark Strong Ale,9.67,27.43,31.5
Biting Wit,Witbier,5.75,12.37,5.4
Fat Bastard Scottish Ale,Strong Scotch Ale,7.93,16.86,26.98
Citra Ipa,American IPA,6.58,85.69,6.4
The White Pap Fountain,Weizen/Weissbier,5.34,15.26,4.24
2017 Summer Wheat,American Wheat Beer,5.41,42.65,4.16
Kjeller 5 Kölsch 20 L,Kölsch,4.86,25.13,3.74
Let It All Out - Breakfast Stout,Foreign Extra Stout,7.13,38.66,40
SMaSH IPA 12l,English IPA,5.9,50.31,6.12
Mother's Milf Project,Russian Imperial Stout,10.48,51.28,40
4Gs Raspberry Rye Ale,Fruit Beer,4.45,24,5.88
Samuel Adams Clone,Vienna Lager,4.89,30.36,14.04
Oatmeal Rye Stout,Oatmeal Stout,5.22,37.52,36.39
Young Henry's Old Ale,Old Ale,7.78,47.3,16.2
Brewer's Best Black IPA,American IPA,5.38,82.29,29.83
The October Surprise,Specialty IPA: Black IPA,8.1,90.63,45.3
ImperiaL IPA,American Strong Ale,7.73,50.91,13.55
Brivkalnu Bitter,Special/Best/Premium Bitter,4.83,30.32,10.86
Brewer's Best Black IPA,American IPA,5.38,82.29,29.83
"Rudolph Red Nose IPA Trotted To 'Summit"" Not The North Pole",English IPA,5.51,171.28,9.49
Bob's Brown Ale,American Brown Ale,5.73,37.39,22.67
Abbey Ale,Special/Best/Premium Bitter,4.58,19.99,5.4
Chocolate Stout One Gallon,American Stout,6.7,26.47,40.65
Fantome,Saison,5.93,23.44,5.19
Deschutes Fresh Squeezed IPA (Clone),American IPA,5.8,68.19,11.41
Caramel Quad,Belgian Tripel,9.91,38.29,13.85
Altoberfest,North German Altbier,6.48,16.69,13.06
Burton IPA,English IPA,7.02,52.93,6.66
Snookum,English Cider,6.35,27.53,3.31
Fresh Hop Pale Ale,American Pale Ale,4.72,195.98,11.13
007 - Moonraker DIPA,Imperial IPA,6.63,198.31,5.59
Yacht Ale,American Pale Ale,4.06,35.84,3.9
Holy Hell Honey Wheat Porter,Specialty Beer,14.1,3.88,40
Carrot IPA,California Common Beer,5.96,43.03,12.21
Hob Goblin,Extra Special/Strong Bitter (ESB),5.35,35.32,14.47
Peach Wood Cream Ale,Cream Ale,5.45,17.53,4.2
Imperial CHOCOLATE COFFEE STOUT,Imperial Stout,10.17,51.39,45.42
Ankle Biter Belgian Rye IPA,Belgian Specialty Ale,8.44,48.85,10.38
Velvet Hammer Clone,American Amber Ale,9.89,34.92,22.3
Deception Cream Stout,Sweet Stout,5.81,23.83,40
Here? In Fucking Bruges?,Saison,7.39,30.16,3.81
Yet Another Citra Mosaic IPA,American IPA,6.93,59.77,7.8
Munich Ale,International Dark Lager,5.68,17.68,19.19
Stone Ipa Clone,American IPA,6.59,68.94,6.3
Red IPA,American IPA,6.18,64.29,15.25
Putins Imperial Red,American Amber Ale,7.57,54.53,11.67
Dunkel Hefeweizen,Dunkles Weissbier,5.26,15.12,18.03
Bakke Brygg American Stout 20 L,American Stout,6.23,64.51,41.09
NYKIPA - Lys IPA,Specialty IPA: White IPA,6.73,40.34,5.61
Pliny The Braf,Double IPA,8.35,51.86,7.2
2016 Imperial Coffee Porter,American Porter,8.93,54.37,29.57
Passionfruit Wheat Ale,American Wheat Beer,5.65,32.43,4.3
Kettle Sour,Gueuze,6.03,7.94,4.09
Grapefruit Ipa,American IPA,5.77,61.08,9.44
312 Urban Pale Ale Clone,American Pale Ale,5.55,30.02,7.78
Slavianka Pilsner Jever Style,Czech Pale Lager,4.98,44.12,3.01
Kjeller 5 Winter Warmer 2015 50 L,Clone Beer,6.59,29.79,16.06
Chur,American Pale Ale,6.11,37.93,7.48
Scotch Ale 90 Shilling,Scottish Light,10.05,22.5,28.7
Horegården II,Witbier,4.79,15.09,3.61
Lil' Sparky's Nut Brown Ale,Northern English Brown,5.15,26.98,17.4
SCOTTS LAGER,American Light Lager,1.99,6.88,2
Cherry Stout,Sweet Stout,12.47,60.19,55.82
Peach Belgian Pale,Belgian Blond Ale,6.07,40.72,7.52
Smoked Rye PA,Specialty Smoked Beer,5.95,65.19,8.09
Amber Wheat Ale,American Amber Ale,5.96,27.07,14.62
Vienna Lager,Vienna Lager,4.94,22.52,9.28
21: German Pilsner,German Pils,5.2,37.4,3.55
Hamingja Bonfire Grätzer,Other Smoked Beer,3.37,33.12,3.24
Common Room ESB,Extra Special/Strong Bitter (ESB),5.91,38.83,13.56
Pale Ale Saaz (LHBS In Stock),American Pale Ale,6.1,29.42,8.94
Czech Amber Lager,Czech Amber Lager,4.37,37.95,9.43
Molasses Ale,Specialty Beer,5.31,33.91,27.67
Nightman Stout,Oatmeal Stout,8.86,53.56,40
Green Bullet IPA,American IPA,6.19,53.13,6
Green Bullet IPA,American IPA,6.19,53.13,6
Dry Pale Ale With Brett C (Chinook/Cascade),American Pale Ale,5.57,65.2,5.39
Old Speckled Hen Clone,Best Bitter,4.7,40.16,9.68
Watermelon Ale,Fruit Beer,4.12,15.61,8.58
Newcastle Brown Clone,Northern English Brown,4.97,32.4,12.9
Maple Treacle Mead,Open Category Mead,18.29,0,40
Christmas Ale,Holiday/Winter Special Spiced Beer,8.12,23.28,12.88
09B1. Eisbock,Eisbock,6.82,29.42,23.02
Tropic Thunder IPA,American IPA,5.62,71.96,7.86
Mjölnir,Sahti,10.88,13.35,17.48
Elvis Juice MOD,American IPA,6.46,59.01,8.61
Gose,Mixed-Fermentation Sour Beer,5.4,13.7,3.8
Franziskaner Clone,Weissbier,6.37,19.12,4.37
Session Amber Ale,American Amber Ale,5.36,33.22,12.5
Saison Ale,Saison,5.83,33.02,6.09
Dalmation Rauchbier,American Pale Ale,4.93,33.58,6.46
Little Ring,American Pale Ale,4.09,26.51,5.56
Das Biere,Kölsch,5.92,23.11,3.34
Festbier,Oktoberfest/Märzen,5.67,31.82,8.75
Lucille Clone,American IPA,6.88,82.1,9.88
Das Biere,Kölsch,5.92,23.11,3.34
Bakke Brygg Imperial Stout 25 L,Russian Imperial Stout,9.6,71.71,50
Oberon Clone,American Wheat or Rye Beer,5.88,21.96,3.71
Ballast Point - Sculpin Clone,American IPA,7.09,95.49,7.01
"""...Because I'm... German""",Vienna Lager,4.8,24.27,11.98
BELGIAN WHEAT BEER,Witbier,4.85,16.82,3.5
Helhvete!,Dunkelweizen,5.02,20.26,18.04
Mt. Rainier,American Amber Ale,5.41,39.89,14.99
NixonBrew - Drunkin' Punkin' 2014,Holiday/Winter Special Spiced Beer,6.17,61.51,18.99
Dark Contract - Trashed Witch,Imperial Stout,9.25,74.42,39.72
Strawberry Rhubarb Honey Blonde Saison,Saison,6.88,7.92,9.43
Weiss Beer,Weizen/Weissbier,4.95,10.52,3.68
Prostě Mošt,English Cider,7.94,0,3.31
Honey Smoked Abbey Ale,Belgian Pale Ale,5.39,24.51,6.29
Wit-Hoegaarden Clone,Witbier,5.43,17.13,3.52
Munton's IPA Bitter,American IPA,6.07,49.01,5.24
Mosaic Pale Ale,American Pale Ale,5.68,35.68,5.72
Bakke Brygg Smoked Porter 25 L,Other Smoked Beer,6.71,44.26,35.04
Maen Med Ljåen (Juleøl),Brown Porter,5.05,31.51,28.85
Lambic Using Turbid Mash,Gueuze,6,9.27,3.6
Bilge Water Black IPA,Specialty IPA: Black IPA,7.14,70.05,44.82
Cherrywood Smoked Porter,Robust Porter,6.09,37.84,32.9
Honey Ginger Ale,Spice Herb or Vegetable Beer,5.41,60.08,8.2
Fraoch Heather Ale,Spice Herb or Vegetable Beer,6,0,47.35
Edelweiss Clone,Weissbier,5.28,11.12,3.63
Irish Extra Stout,Irish Extra Stout,6.13,40.97,47.63
You're Not The Boss Of Me,English IPA,5.53,44.02,6.02
Hornindal Kveik Pale,American Pale Ale,6.14,45.76,6.57
Apple Ipa,American IPA,7.65,75.76,9.95
2 Gallon Brown,British Brown Ale,4.96,23.4,17.96
Honey-Apricot Strong Ale,Old Ale,8.4,30.47,10.23
Good Shit,Doppelbock,9.65,22.13,9.85
2015 - 1/25 - Scottish 80/-,Scottish Export 80/-,5.29,23.67,12.82
Experiment No. 3 Stout,American Stout,6.93,37.26,40
Sour Quince,Mixed-Fermentation Sour Beer,5.87,6.04,4.83
Westvleteren Blond Clone,Trappist Single,5.75,38.57,4.55
Out Of This World IPA (15 Gallon),English IPA,7.15,57.35,10.6
Pilsner 84,Bohemian Pilsener,5.19,29.71,4.52
Dunkel Wed,Dunkles Weissbier,4.89,14.11,18.79
DKN (Drop Kick Nate),Blonde Ale,5.52,81.03,5.79
5 Gallon All Grain Nut Brown,Northern English Brown,5.29,42.92,25.6
Celebration Spice Ale,Winter Seasonal Beer,8.32,49.27,19.24
Imperial Rye Stout,Imperial Stout,8.82,49.03,36.3
Pécsipa,American IPA,5.98,71.26,8.56
Prestidigitation (Magic Hat #9 Clone),American Pale Ale,4.6,16.77,5.47
Bitter Belgian Ale,British Strong Ale,7.27,45.21,17.99
TT Kozel Dark Clone,Czech Dark Lager,5.85,20.15,23.59
'Vienna' Lager,Premium American Lager,5.25,15.19,5.88
Session Mead,Dry Mead,6.2,0,2.8
Blackberry Stout,Holiday/Winter Special Spiced Beer,8.35,32.93,39.84
04: SMASH Simcoe Pale Ale,American Pale Ale,4.46,52.73,3.17
Smoked Maple Amber Ale,American Amber Ale,5.1,28.3,11.74
London Bridge Porter,English Porter,4.89,36.1,33.64
Flanders Red,Flanders Red Ale,5.64,6.54,10.7
Columbus IPA,American IPA,5.26,76.47,8.2
Mark's Munich Dunkel Lager,Munich Dunkel,4.87,27.98,22.72
Kick Ass Brown,American Brown Ale,6.09,40.65,11.51
Mosaic Citra Pale Ale,American Pale Ale,6.49,59.98,5.57
Stout (Milk Stout) -  Awake The Wookie,Dry Stout,5.4,29.33,29.35
Basic California Common,California Common,4.76,36.95,13.06
Basic California Common,California Common,4.76,36.95,13.06
Orange Augustus Belgian Wit,Witbier,5.32,16.45,4.06
Anchorage Brewing CO's A Deal With The Devil Clone,American Barleywine,19.15,31.17,16.23
Blueberry Surprise (AG),American Wheat or Rye Beer,5.02,16.58,5.62
Delirium Nocturnum Clone Attempt,Belgian Dark Strong Ale,8.67,25.63,50
Plum Mead,Other Fruit Melomel,13.86,0,5.1
BDC Coffee Kolsch,Kölsch,5.31,17.85,3.44
Fisher's Larger - REB'L Brewing,Vienna Lager,4.92,22.46,13.47
Grasshopper Hefewizen,Weizen/Weissbier,5.19,12.39,4.31
American Wheat,American Wheat or Rye Beer,4.3,36.01,3.65
#06 Andrimne Kölsch,Kölsch,5.02,28.15,3.27
Kulmbacher (5gal BIAB),Traditional Bock,6.8,25,17.64
James' Tasty Bre,Traditional Bock,5.23,37.24,14.63
Imperial Amber,American Amber Ale,8.88,42.34,16.48
Honey Hefeweizen (Dolores),Weizen/Weissbier,5.19,14.62,5.32
Asahi Dry Black,Dark American Lager,5.4,15.12,39.9
Coconut IPA,American Pale Ale,5.17,44.46,5.51
Wild Women India Pale Ale,American IPA,4.97,70.83,5.32
Jeanie's Favorite,American IPA,6.37,65.37,13.36
Belgian Blond Ale,Belgian Blond Ale,5.01,19.05,4.36
Blonde Ale Orange,California Common Beer,3.02,76.41,5.92
Anchor Steam,California Common Beer,5.4,34.62,8.16
Belgian Blond Ale,Belgian Blond Ale,5.01,19.05,4.36
COCO STOUT PILOT1,Sweet Stout,6.07,25.43,32.54
Berliner Weisse,Berliner Weisse,3.71,11.47,3.02
Jolly Rancher Green Apple Berliner Weisse,Berliner Weisse,2.93,6.74,3.86
Hop Thief 7 Clone,American Pale Ale,6.13,32.53,12.09
Apricot Pale Ale - APA,American Pale Ale,5.44,37.79,8.58
Earl Grey PA,American Pale Ale,5.34,27.42,7.76
Bohemian Pilsner,German Pils,4.67,38.29,3.78
Skinny Dip Clone (New Belgium),Light American Lager,4.32,34.51,8.02
Small Batch Imperial Rye IPA,Imperial IPA,8.96,70.12,13.96
Noble Kellerbier,Specialty Beer,6.03,34.94,7.25
Ben's Double Chocolate Imperial Stout,Russian Imperial Stout,9.27,52.11,44.76
Skuumkoppe III,Weizenbock,5.6,17.14,9.27
Azacca Pale Ale,American Pale Ale,5.29,47.41,6.7
Apricot Pale Ale,No Profile Selected,4.51,18.7,6.4
May The Schwarzbier With You,Schwarzbier,4.5,30.52,28.52
To Kate With Love (kate The Great Clone),Russian Imperial Stout,11.36,80.29,40
White Chocolate Chili Milk Stout,American Stout,5.56,47.14,40
Irish Red Ale,Irish Red Ale,6.06,31.74,16.68
Snooch's Dubbel Trubbel,Belgian Dubbel,7.14,24.28,22.25
De Koninck Clone,Belgian Pale Ale,5.57,21.88,14.34
Kjeller 5 Engelsk Nutty Brown Ale 25l,Northern English Brown,5.05,23.82,19.98
Westvleteren 8,Belgian Dubbel,8.13,38.41,25.15
1871 Porter,Pre-Prohibition Porter,4.88,29.02,24.51
Fruit Beer - Incognito Blueberry Irish RedAle,Irish Red Ale,5.97,25.75,16.49
Golden Lager,Dortmunder Export,4.75,17.97,4.67
Chimay Blue,Belgian Dark Strong Ale,9.03,34.74,20.59
SuperBowl IPA,American IPA,6.59,100.85,5.85
#0004 American Wheat,American Wheat Beer,5.7,31.98,3.75
Helles Rye,Munich Helles,4.77,17.71,4.94
Zero IBU IIPA,American IPA,9.49,0,5.01
Hazy Juicy Ipa 5 Gal,American IPA,6.51,180.67,4.26
London Pride Clone 20L,Extra Special/Strong Bitter (ESB),4.78,37.65,14.54
New England Session,American IPA,4.85,0,3.38
Roggenbier,Roggenbier,5.27,17.93,17.16
02 Grodziskie - Grätzer,Weizen/Weissbier,2.58,30.04,3.36
Genny Screamers,Cream Ale,5.23,13.44,3.99
Coconut Milk Stout,Sweet Stout,4.94,29.6,37.88
02 Grodziskie - Grätzer,Weizen/Weissbier,2.58,30.04,3.36
Winter Spruce Pale Ale,American Pale Ale,5.63,43.55,7.31
Dark Chocolate Pomegranate,Sweet Stout,6.18,26.8,42.97
Albino Stout,Sweet Stout,5.27,35.69,4.16
Christmas Porter,Baltic Porter,8.74,34.45,31.9
Plezenske Pivo,Bohemian Pilsener,4.86,39.79,3.28
Lime Cream Ale,Cream Ale,4.58,33.16,3.12
Kiwi Pale Ale,American Pale Ale,7,55.34,5.97
Squirrel Nut Sipper 11 BBL,American Brown Ale,5.54,25.67,19.94
Big Brew Day 2016 - Ginger Ale,Experimental Beer,2.52,11.13,6.64
Woody Amber,American Amber Ale,6.05,21.84,17.96
Sacch Trois Sour IPA,American IPA,5.69,59.98,5.87
Peach Grand Cru,Wild Specialty Beer,5.12,15.01,4.19
Garage Project Pernicious Weed Clone,Imperial IPA,8.4,78.9,12.3
DDH Gaylord Street B3,Specialty IPA: New England IPA,6.85,68.23,5.79
Overthought Octoberfest,Märzen,6,18.61,11.69
Craft Lager,Standard American Lager,5.34,18.53,4.06
Mango Pale,American Pale Ale,5.55,34.93,5.44
Belgium Duvet Amber Ale,Belgian Dubbel,6.6,16.07,13.32
Summer Brew Grainfather,American Lager,6.12,19.84,4.08
Munchner Helles,Festbier,6,20.45,5.78
Belgium Duvet Amber Ale,Belgian Dubbel,6.6,16.07,13.32
Gingerbread Porter,Baltic Porter,7.68,38.03,30.32
Pumpkin Mash Ale,Spice Herb or Vegetable Beer,5.3,13.85,17.6
Fresh Squeezed IPA Clone,American IPA,6.03,60.77,11.66
Lagunitas Ipa Clone,American IPA,6.19,57.94,13.14
Centennial IPA Extract,American IPA,4.45,57.15,2.83
Eureka Single Hop,American IPA,5.74,48.33,6.82
Brown Ale,Mild,5.41,35.8,27.78
Exp,Saison,6.48,28.41,10.05
Bekkalokket,American Porter,6.92,50.49,39.91
Tangerine Ipa,American IPA,6.23,60.15,11.83
Bucket 7 (Tank 7 Clone),Saison,6.35,32.06,3.86
Sorachi Ace IPA,American IPA,6.68,57.56,6.77
Cherry Gose,Gose,4.4,10.48,3.96
Zahlinice Blaser,American IPA,4.76,82.63,4.87
4Gs Kölsch,Kölsch,4.87,18.17,3.73
Gulating Tromsø Palmen,Munich Helles,6.73,13.12,4.43
Deep Ellum IPA,American IPA,5.9,101.86,7.67
Pascal Porter,Robust Porter,6.29,30.47,29.22
#16 Mosaic IPA,American IPA,5.65,68.05,5
Deep Ellum IPA,American IPA,5.9,101.86,7.67
Pascal Porter,Robust Porter,6.29,30.47,29.22
Dogfish Head Pumpkin Ale Clone,Fruit and Spice Beer,7.21,19.76,13.94
Amarillo Lager,Light American Lager,4.77,12.57,2.39
Hallertau Blanc IPA,American IPA,4.84,32.35,4.5
PopsAbadia (Leffe Brune Clone),Belgian Dubbel,6.54,24.33,14.75
Cappuccino Stout,Sweet Stout,6.23,22.59,11.02
Blueberry Mead,Sweet Mead,18.6,0,6.74
Graham Cracker Botchet Braggot,Braggot,12.64,26.48,18.13
SimArillo Double IPA,Imperial IPA,7.78,109.18,11.8
SMaSH Pale Ale-Cascade,American Pale Ale,5.34,42.8,5.31
SOS (Simcoe Oatmeal Stout),Oatmeal Stout,5.76,30.81,40
Tap 5 Clone (Work In Progress),Weizenbock,8.33,51.02,5.49
Alaskan Amber Extract Clone,American Amber Ale,5.17,23.11,13.7
SchwartzenbierenFahrvergnügen,Schwarzbier,5.27,25.8,23.06
Grover Woofer - 3G,American Pale Ale,5.29,82.96,5.04
GSA,Standard/Ordinary Bitter,4,18.07,9.07
Honey Lavender Belgian Pale Ale,Belgian Pale Ale,5.19,22.92,10.69
Monkey Island Stout,American Stout,6.69,35.35,38.92
DöG Summer Island Strong Ale,British Strong Ale,5.64,40.74,12.35
Amber Christmas Gahr-ed,American Amber Ale,6.16,42.89,16.15
Two Dead Dudes,Maibock/Helles Bock,8.3,57.54,8.32
