name,style,abv,ibu,color
Jamil's Chocolate Hazelnut Porter,Baltic Porter,6.37,81.91,45.62 °L
良友2.0,American Pale Ale,5.07,46.71,7.65 °L
1880 Guinness Single Stout Porter,Robust Porter,6.09,36.83,33.56 °L
Cream Ale - One Gallon,Cream Ale,5.65,15.66,3.76 °L
Løvstakken Wit,Witbier,4.96,16.27,6.18 °L
Hofbräu Dunkel,Munich Dunkel,6.13,5.04,15.47 °L
Houblon Chouffe Clone,Belgian Blond Ale,9.14,60.49,4.3 °L
Brooklyn Brown Ale Clone,American Brown Ale,5.58,31.12,19.79 °L
"10 Gallon All Grain ""Scrap Iron"" IPA",American IPA,5.28,77.79,13.29 °L
West Coast Rye IPA,Specialty IPA: Rye IPA,7.19,155.63,6.24 °L
SA Old Fezziwig Clone,American Brown Ale,5.64,23.58,31.66 °L
Framboise,Fruit Beer,4.9,8.88,15.29 °L
3 Floyds Alpha King Clone,American Pale Ale,6.45,87.53,13.2 °L
Hoppy Lager,International Pale Lager,4.82,40.62,3.85 °L
Night Owl (Clone),"Spice, Herb, or Vegetable Beer",6.62,25.33,14.8 °L
Old Engine Oil Clone,Foreign Extra Stout,6.87,67.52,34.9 °L
Eric And Al's Smashed Face Amber Ale Clone (3 Floyds),American Amber Ale,5.1,59.02,12.55 °L
Fireside Chat Clone,Brown Porter,8.45,46.52,40 °L
Janet's Brown Ale,American Brown Ale,6.63,63.93,18.96 °L
KELLER BIER #1,Kellerbier: Amber Kellerbier,5.76,29.18,11.9 °L
Winter Ale,Belgian Specialty Ale,7.27,29.57,11.55 °L
Janet's Brown Ale,American Brown Ale,6.63,63.93,18.96 °L
16 Oatmeal Stout,Oatmeal Stout,5.13,25.2,38.63 °L
Ginger Beer #3 - Citra,"Spice, Herb, or Vegetable Beer",4.14,18.41,5.61 °L
Texas Pecan Brown Ale,Southern English Brown,8.09,85.26,26.88 °L
Almond Joy Stout,American Stout,0.38,0,1.4 °L
House American Wheat Ale,American Wheat Beer,6.5,13.63,3.61 °L
Apple Pie Mead,Semi-Sweet Mead,11.75,0,12.43 °L
Natural Light Clone,American Light Lager,4.67,18.54,1.69 °L
Apache Redskin - Braumeister 20L,Specialty IPA: Red IPA,6.13,52.08,16.76 °L
Fuller's London Porter Clone BYO,English Porter,4.6,25.28,27.26 °L
Blood Orange Wit (1-10-14),Witbier,5.26,27.72,3.34 °L
Carlsberg,German Pilsner (Pils),4.99,20.52,3.56 °L
Dortmunder,Dortmunder Export,5.32,38.83,5.65 °L
Naked Cat Oatmeal Stout,Oatmeal Stout,4.83,35.42,40 °L
Kwak Clone,Belgian Blond Ale,7.57,29.61,10.25 °L
Red PNWPA,Specialty IPA: Red IPA,6.04,71.04,19.83 °L
Bass Brewers - Bass Pale Ale Clone,Extra Special/Strong Bitter (ESB),5.04,36.98,12.64 °L
Dark Chocolate IPA,American IPA,8.04,128.26,40 °L
Dark Chocolate IPA,American IPA,8.04,128.26,40 °L
Sorachi Ace,Saison,7.11,39.33,3.61 °L
Blonde Joke Blonde Ale,Belgian Blond Ale,6.97,20.16,5.22 °L
Stone Arrogant Bastard Clone,American Strong Ale,6.95,73.43,15.66 °L
Chouffe N'ice,Belgian Dark Strong Ale,9.89,18.1,27.06 °L
2014 - 11/8 - Chai Spiced Porter - Holiday 2014,Robust Porter,5.06,33.39,31.12 °L
Corona,Premium American Lager,4.54,12.08,2.46 °L
Avalanche Clone,American Amber Ale,5.43,25.84,13.97 °L
Lemon Saison #1,Saison,5.59,29.91,6.24 °L
West Coast IPA - Mosaic,American IPA,6.94,94.04,6.86 °L
Chocolate Cherry Stout,Dry Stout,5.08,28.72,40 °L
Strongbow Cider Clone,English Cider,6.26,0,5.98 °L
Amber/Honey Ale,American Amber Ale,5.61,24.23,11.86 °L
Octoberfest,Oktoberfest/Märzen,5.24,30.53,10.82 °L
IPA,English IPA,5.77,44.1,9.41 °L
Dale's Pale Ale,American Pale Ale,6.42,59.33,6.72 °L
Coopers Best Extra Stout,American Stout,6.54,33.53,39.15 °L
Black Forest,Munich Dunkel,5.68,23.64,27.97 °L
Fätzen Schindeefest (extract),Oktoberfest/Märzen,5.38,24.87,11.84 °L
Belgian Tripel,Belgian Tripel,8.77,29.84,4.98 °L
WeldWerks Brewing Juicy Bits NEIPA,Specialty IPA: New England IPA,6.75,85.43,6.27 °L
Bakke Brygg Pale Ale 50 L,American Pale Ale,5.55,37.36,6.16 °L
Belgian Saisan,Saison,6.74,41.01,6 °L
Citra IPA,American IPA,5.95,65.05,12.27 °L
American Double IPA,Imperial IPA,8.09,105.79,10.22 °L
6-4-3 Lager,Premium American Lager,5,43.01,10.06 °L
Adam's Vanilla Porter,Brown Porter,7.85,40,39.23 °L
Chestnuts Roasted On A...,Northern English Brown,4.91,22.24,40 °L
Bill's Country Ale,American Pale Ale,5.46,21.63,8.37 °L
Orange Creamsicle Milkshake IPA,Specialty IPA: New England IPA,5.8,64.01,5.53 °L
Pils Urquell Clone,Bohemian Pilsener,5.07,36.89,3.37 °L
Beaver Double White IPA,Specialty IPA: Belgian IPA,7.74,19.11,6.42 °L
Coffee Brown Ale,American Brown Ale,5.5,29.38,26.56 °L
Stella Clone,German Pilsner (Pils),4.41,21.92,3 °L
Mango Sour,Lambic,5.08,8.72,4.98 °L
Maris Otter IPA,American IPA,6.61,55,6.71 °L
Paul Wicksteed Super Charger.,American Pale Ale,5.93,51.5,8.38 °L
Great Northern,American Lager,4.21,10.06,3.78 °L
Denny Conn's Bourbon Vanilla Porter,Robust Porter,6.48,47.54,32.21 °L
Flying Dog Doggy Style Classic Pale Ale CLONE,American Pale Ale,5.52,35.87,17.16 °L
Tony's German Pilsner,German Pilsner (Pils),5.23,39.29,3.23 °L
Blueberry Saison,Saison,6.76,27.26,11.83 °L
Irish Red,Irish Red Ale,5.97,19.28,14.3 °L
Basic Stout,American Stout,6.52,25.55,37.41 °L
Imperial Oktoberfest,Oktoberfest/Märzen,7.06,31.24,10.41 °L
Clawhammer,American IPA,8.06,111.97,4.46 °L
Tupelo Honey Sparkling Show Mead (Saffron),Dry Mead,13.62,0,3.02 °L
Honey Nut Brown,Northern English Brown,6.15,42.19,16.59 °L
B8 Imperial Golden Ale,British Golden Ale,6.45,22.83,3.89 °L
Wit Or Witout Me,Witbier,5.16,10.52,4.05 °L
Vanilla Blonde Ale,Blonde Ale,4.49,27.43,5.83 °L
Affligem Blonde Clone,Belgian Pale Ale,7.54,24.93,4.38 °L
Citrus Session IPA - One Gallon,Specialty IPA: White IPA,6.22,45.09,5.42 °L
Bavarian Helles,Munich Helles,4.51,13.85,2.83 °L
Rochefort 8 Clone,Belgian Dark Strong Ale,8.51,22.66,25.98 °L
Porter,American Porter,6.86,46.63,44.18 °L
Avery Maharajah Imperial IPA Clone,Imperial IPA,9.46,75.48,13.18 °L
Goose Island IPA,English IPA,6.24,78.45,9.14 °L
Mosaic IPA Clone,American IPA,7.32,67.17,11.51 °L
Mosaic Citra IPA,American IPA,5.94,71.92,7.04 °L
Hell'a Heff'a Braggot,Braggot,7.19,30.87,7.12 °L
Dragons Milk Clone,Wood-Aged Beer,10.04,28.98,40 °L
Mosaic Citra IPA,American IPA,5.94,71.92,7.04 °L
Horegården Grand Cru,Belgian Golden Strong Ale,6.59,23.1,6.36 °L
805 Clone,Blonde Ale,5.17,20.58,7.75 °L
Hoppy Wheat-BIAB,American Wheat Beer,5.71,42.76,7.87 °L
Ommegang Hennepin Ale Clone,Belgian Specialty Ale,7.74,23.09,5.41 °L
Hard Cider,Common Cider,4.54,0,9.3 °L
Goose Island Brewery - Honkers Ale Clone,Extra Special/Strong Bitter (ESB),4.91,37.99,9.26 °L
Homebrew Weihenstephaner,Weizen/Weissbier,5.48,12.76,3.93 °L
Hoegaarden,Witbier,4.81,17.96,4.08 °L
Graham Cracker Porter,American Porter,5.24,20.48,32.52 °L
Whitbread Flowers Original Bitter,Best Bitter,4.52,32.31,7 °L
Oatmeal Belgian Pale Ale V1.2,Belgian Pale Ale,5.49,21.61,8.94 °L
Rhinegeist Truth Clone,American IPA,6.57,147.06,6.04 °L
Honey Bock,Dark American Lager,5.27,19.7,29.3 °L
Girl Stout Thin Mint,American Porter,7.14,26.43,50 °L
Blond Affligem Clone,Belgian Blond Ale,6.12,23.32,4.72 °L
Juicy Juicy NEIPA,American IPA,5.99,118.8,6.43 °L
Goose Island IPA Clone,English IPA,6.61,51.95,9.47 °L
Coopers IPA,American IPA,6.03,10.16,9.23 °L
Thick-Assed Ginger Lass,Irish Red Ale,5.52,21.57,17.32 °L
Lemondrop Pale Ale,American Pale Ale,5.26,33.95,7.85 °L
Blackberry Wheat Ale,Fruit Beer,6.03,14.61,9.62 °L
Coffee Porter,Brown Porter,4.84,22.92,22.78 °L
"If It's Not Scottish, It's Crap!",Strong Scotch Ale,7.45,26.94,19.69 °L
Cherry Almond Wheat Beer,American Wheat or Rye Beer,4.01,28.05,3.26 °L
Augustiner Lagerbier Helle,Munich Helles,4.96,17.77,4.39 °L
CUCUMBER MINT SAISON,Saison,5.69,33,3.86 °L
Batch 15 : Stout,Sweet Stout,6.84,27.76,34.76 °L
Angry Red Planet,Specialty IPA: Red IPA,6,103.97,9.07 °L
Westvleteren XII Clone  Braumeister 20L,Belgian Dark Strong Ale,8.64,44.18,21.38 °L
Chocolate Peanut Butter Milk Stout,Sweet Stout,5.85,24.9,42.19 °L
Spiced Pear Mead,Semi-Sweet Mead,13.61,0,4.5 °L
Anchor Steam Clone,California Common Beer,5.14,70.48,11.5 °L
Hoppy Lager,Bohemian Pilsener,6.1,55.77,6.06 °L
Dead Pony Club,Blonde Ale,3.85,35.01,9.93 °L
Pineapple Mango Hefeweizen,Dunkelweizen,6.35,33.26,7.13 °L
Pre-Prohibition Lager,Pre-Prohibition Lager,4.35,29.92,2.9 °L
Munster Munch,Munich Helles,5.87,25.04,10.24 °L
Peach IPA,American IPA,6.85,58.29,7.34 °L
Vermont IPA V2,American IPA,4.86,57.06,3.77 °L
DP - Australian Pale Ale,American Pale Ale,4.52,33.78,6.66 °L
El Hefe,Weizen/Weissbier,4.61,12.89,3.1 °L
NEIPA Citra/Mosaic DME,Specialty IPA: New England IPA,6.86,27.29,4.13 °L
Russian Imperial Stout,Russian Imperial Stout,11.01,58.34,40 °L
Yorkshire Bitter,Best Bitter,3.93,33.04,9.63 °L
Dunkel Weissbier,Dunkles Weissbier,5.22,15.31,21.2 °L
Lemon Drop Saison,Saison,5.37,20.6,5.12 °L
Blonde Ale - Midwest Brewing,Blonde Ale,5.54,26.47,4.77 °L
Dreamsicle Cream Ale,Cream Ale,5.58,10.56,4.62 °L
Horehound Tripel,Belgian Tripel,8.39,28.12,6.91 °L
Jai Alai Clone,American IPA,7.59,75.38,8.1 °L
Melbourne/Victoria Bitter Double Batch,Premium American Lager,6.46,59.42,5.6 °L
512 Brew Co Pecan Porter,Clone Beer,7.19,38.05,47.79 °L
New Belgium Brewing Ranger Clone,American IPA,5.14,72.51,6.19 °L
English Bitter,Extra Special/Strong Bitter (ESB),4.81,34.05,13.43 °L
Lakefront Brewery Fixed Gear Clone,Irish Red Ale,7.14,44.77,12.56 °L
English Chocolate Porter,English Porter,5.04,18.16,25.33 °L
Mango Pale Ale,Fruit Beer,4.44,49.39,4.53 °L
Kentucky Bourbon Barrel Ale CLone,Old Ale,8.56,29.31,18.58 °L
Smoked Oak Burbon Imperial Stout,Russian Imperial Stout,9.7,43,186 °L
Southern Tier IPA Clone,American Amber Ale,7.03,108.3,16.62 °L
A Really Dank IPA,American IPA,6.85,71.16,5.23 °L
Tiramisu Stout,Imperial Stout,9.25,28.25,42.96 °L
Bakke Brygg Dubbel 25 L,Belgian Dubbel,7.14,19.77,17.7 °L
' #1 Big Cock Bock Of Texas,Traditional Bock,7.11,21.2,15.03 °L
Coconut Vanilla Bean Wheat,Fruit Beer,5.23,27.12,6.78 °L
Panhead Supercharger Clone,American Pale Ale,5.72,53.05,6.55 °L
All-Grain Ridin' The Pine Pineapple IPA,Double IPA,6.8,131.4,5.04 °L
Denis - Leffe Blond Clone,Belgian Blond Ale,5.94,19.93,6.45 °L
'#1 American Pilsner,Classic American Pilsner,5.21,20.4,3.16 °L
Popcorn Cream Ale,Cream Ale,4.23,30.35,3.17 °L
My First BOMM (mead),Dry Mead,11.43,0,4.78 °L
Berry JREAM Clone,Wild Specialty Beer,6.58,10.14,4.17 °L
Fart Toss BIPA,Imperial IPA,8.5,60.83,31.84 °L
10 Gal Ipa Brown Split,No Profile Selected,5.89,4.8,4.86 °L
PopsGolden (La Chouffe Clone),Belgian Golden Strong Ale,9.06,26.37,5.91 °L
Affligem Blond,Belgian Pale Ale,6.26,29.96,5.02 °L
Pilsner Urquell Clone,Czech Pale Lager,4.96,38.33,4.8 °L
"Miami ""Weiss"" - Kiwi Wheat Ale",Fruit Beer,5.62,18.69,3.58 °L
3 Gallon Pale Ale,California Common,3.55,44.94,10.68 °L
Dr Smurto Golden Ale,British Golden Ale,4.49,42.49,7.99 °L
AlmondJoy Porter (Extract),Robust Porter,5.48,19.83,29.71 °L
SchuBrew Dubbel,Belgian Dubbel,7.57,23.77,15.49 °L
Blueberry Ale,American Pale Ale,6.14,19.16,3.7 °L
Nøgne Ø Imperial Stout Clone,Imperial Stout,9.49,63.37,50 °L
Mexican Pilsner| Alternative To Corona,Clone Beer,4.37,13.33,2.23 °L
Winter Saison (Grainfather),Saison,7.6,35.72,7.67 °L
Scottish 60 Shilling,Scottish Light 60/-,3.26,17.66,11.23 °L
Pumpkin Ale,Specialty Beer,6.69,41.24,13.36 °L
Yellow Rose S.M.A.S.H,American Amber Ale,6.94,64.03,3.97 °L
Hazy NEIPA V3,American IPA,7.35,44.48,5.61 °L
Kveik_Pale_II,American Pale Ale,4.88,59.59,4.62 °L
Jamil's Evil Twin,American IPA,6.12,67.42,19.56 °L
05: American Honey Pale Ale,American Pale Ale,6.3,52.38,5.37 °L
Wilkerson Pale,American Pale Ale,5.48,45.18,5.85 °L
Piney & Dank IPA,American IPA,7.51,140.66,6.33 °L
Clone - Kissmeyer Baltic Porter,Baltic Porter,7.75,45.51,26.14 °L
Lefty Belgian Blond,Belgian Blond Ale,6.94,23.16,5.93 °L
2015.7 -Troeg's Mad Elf Christmas Dark Ale,Belgian Dark Strong Ale,10.62,12.26,12.62 °L
1 - Belgian Saison - 14lt,Saison,7.21,25.44,5.15 °L
Boss Tweed Clone (NE DIPA),Specialty IPA: New England IPA,9.65,76.51,5.94 °L
Watermelon Berliner Weisse Kettle Sour,Berliner Weisse,3.57,12.38,2.61 °L
Broomers Dark Irish,Dry Stout,4.58,38.03,36.58 °L
04 Red Ale,Irish Red Ale,5.02,29.08,13.09 °L
Kentucky Common Dark Cream Ale,Cream Ale,4.12,23.11,8.42 °L
Fresh Hop Cascade SMASH Session Ale,American Pale Ale,4.04,42.71,2.89 °L
Dry Stout - 20L,Dry Stout,4.15,38.98,32.22 °L
Strong SMASH Lager,Czech Premium Pale Lager,6.69,35.49,3.62 °L
Simple Ale  20180918,British Golden Ale,5.82,43.24,3.32 °L
Tailgate Peanut Butter Milk Stout,Sweet Stout,5.52,29.48,33.19 °L
Pilsner 20L (Speidel Braumeister),German Pilsner (Pils),5.92,12.83,3.13 °L
Rauchbier,Classic Rauchbier,5.08,26.24,13.94 °L
Raspberry Saison,Saison,5.26,31.57,4.49 °L
Plum Saison #1,Mixed-Fermentation Sour Beer,8.03,13.78,7.44 °L
Kraken Stout,American Stout,6.12,56.53,35.29 °L
Wittekerke Clone,Witbier,5.1,16.99,4.26 °L
10C.Weizenbock,Weizenbock,8.01,22.74,18.91 °L
Westmalle Tripel Clone,Belgian Tripel,8.62,29.47,3.68 °L
Westmalle Tripel Clone,Belgian Tripel,8.62,29.47,3.68 °L
Kona Big Wave Clone,American Pale Ale,4.4,20.37,5.96 °L
Muncher Helles,Munich Helles,5.04,21.82,4.54 °L
Amarillo Cascade IPA,American IPA,6.72,40.24,4.9 °L
Lemon Blonde Ale,Blonde Ale,5.84,40.33,5.32 °L
KBS Clone,Russian Imperial Stout,9.02,61.6,53.1 °L
Cider,Common Cider,6.81,0,0 °L
Southern Tier Unearthly Imperial IPA Clone,Imperial IPA,12.82,100.23,8.41 °L
BridgePort IPA,American IPA,5.68,45.37,6.8 °L
Citra IPA,American IPA,7.47,52.67,6.34 °L
Shipwreck Strong Ale,Old Ale,8.82,42.59,19.37 °L
Ayinger Celebrator Doppelbock,Doppelbock,6.75,21.57,25.76 °L
Dark Session Lager (czech Tmave),Bohemian Pilsener,4.46,29.61,20.81 °L
' #1 Columbus Day IPA,American IPA,5.91,42.64,8.06 °L
RyePA,Specialty IPA: Rye IPA,6.96,54.01,5.03 °L
Autobahn Hopped American Hefe,American Wheat or Rye Beer,4.68,29.23,3.42 °L
03C1. Czech Amber Lager,Czech Amber Lager,4.89,24.36,13.88 °L
Summer Ale Clone (Fremont Brewery),American Pale Ale,5.96,41.7,3.7 °L
DRH's Farm House Ale,Saison,7.05,31.95,5.53 °L
Kona Big Wave Clone,Blonde Ale,4.76,29.74,6.16 °L
Smoked Red Ale,Belgian Specialty Ale,6.25,18.07,14.58 °L
Brudgommens Gårdsøl,Bière de Garde,6.26,26.25,17.26 °L
Vanilla Caramel Cream Ale,Cream Ale,5.45,19.54,9.85 °L
Ruthless Rye IPA Clone,Specialty IPA: Rye IPA,6.69,56.98,12.48 °L
"Dave Line, Var. Greene King Bury St. Edmunds Abbott Ale (Bitter / ESB)",Strong Bitter,5.46,49.21,10.55 °L
Pale Face 15,American Pale Ale,5.87,41.5,12.11 °L
23A.Berliner Weisse,Berliner Weisse,3.72,4.19,2.52 °L
Diabolic Wheat,American Wheat Beer,5.04,53.03,3.26 °L
Centennial Blonde,Blonde Ale,4.89,16.35,3.14 °L
Coors Light Clone,Standard American Lager,5.01,28.18,3.78 °L
Weizen,Weizen/Weissbier,4.72,14.98,2.88 °L
Canned Starter,Cream Ale,3.45,0,3.41 °L
Bohemians Helles Bock,Maibock/Helles Bock,6.43,35.55,5.25 °L
Hofbrau Helles,Munich Helles,6.07,18.8,4.51 °L
Clone - Freeride APA,American Pale Ale,6.49,54.82,14.66 °L
Nut Brown Ale,Northern English Brown,5.57,25.61,16.71 °L
Blonde Biscuit,Blonde Ale,4.62,26.51,5.03 °L
Oat Cream IPA,Specialty IPA: New England IPA,7.54,107.23,5.61 °L
Thai Ginger,Witbier,5.26,19.5,3.62 °L
Apple Cider,Common Cider,9.79,0,7.08 °L
Citra/Mosaic/El Dorado Pale Ale,American Pale Ale,5.7,42.05,7.22 °L
Blood Orange Hefeweizen,Weizen/Weissbier,5.11,15.04,4 °L
Pineapple Express,American Pale Ale,5.08,40.31,10.88 °L
Pumpking The Volume,"Spice, Herb, or Vegetable Beer",5.26,43.34,9.09 °L
Hoppy Red Ale,Irish Red Ale,5.09,29.55,12.59 °L
Big Sky Brewing - Moose Drool Clone,American Brown Ale,5.49,21.44,34.2 °L
American Honey IPA,American IPA,6.99,63.32,13.59 °L
Scottish Wee Heavy,Scottish Heavy 70/-,8.97,9.42,13.88 °L
Raspberry Berlinerweisse (DME),Berliner Weisse,4.49,8.78,3.27 °L
Blank (BWine),English Barleywine,8.91,43.56,27.63 °L
German Style Altbier,North German Altbier,5.34,30.27,17.79 °L
Dark Nighting Ale,Specialty IPA: Black IPA,6.71,90.97,30.25 °L
Brooklyn Sorachi Ace Clone,Saison,7.32,41.38,4.38 °L
Maris Otter SMasH,No Profile Selected,4.56,31.09,5.56 °L
New Mexican Hot Chocolate Stout,Sweet Stout,5.46,28.12,40 °L
Russian Imperial Stout - Kate The Great,Russian Imperial Stout,10.58,73.13,40 °L
Wild Sweet And Sour Lemon Flanders Red,Flanders Red Ale,8.25,16.03,13.7 °L
Breakfast Stout,Oatmeal Stout,7.57,24.42,40 °L
BYO Beamish-Style Dry Stout (orig),Irish Stout,4.13,40.58,40.19 °L
1 Gallon Stout,Dry Stout,6.29,64.29,50 °L
1 Gallon Stout,Dry Stout,6.29,64.29,50 °L
Eriks Julgodis,Oatmeal Stout,4.76,27.2,40 °L
Blue Ribbon IPA.,American IPA,6.86,68.89,11.19 °L
My Amber IPA,Specialty IPA: Red IPA,6.93,96.04,15.74 °L
"Southern Lady Lager (All Day Long ""Engrained"" Slow Drip Debs Stress Larger)",German Pilsner (Pils),6.31,40.04,8.98 °L
Belgium Wit,Witbier,5.28,11.03,3.54 °L
Mogs Cottage Cider,Common Cider,6.41,0,11.59 °L
Smoky Amber,American Amber Ale,6.7,17.83,14.08 °L
Ghost Ship Clone,American Pale Ale,4.53,13.13,6.23 °L
Hazy Days - NEIPA,American IPA,5.72,50.34,4.72 °L
Dusseldorf Altbier,Düsseldorf Altbier,5.18,45.32,14.58 °L
Irish Red Ale,Irish Red Ale,5.3,21.84,17.72 °L
02 LAGER,International Pale Lager,5.56,24.21,4.72 °L
Cal Common,California Common,5.02,35.55,11.24 °L
Berry Tart Milkshake,Specialty IPA: New England IPA,6.35,52.41,4.53 °L
The Rare Barrel Golden Sour,Straight (Unblended) Lambic,5.7,1.31,5.74 °L
#0010 Black IPA,Specialty IPA: Black IPA,6.44,92.38,34.29 °L
Dark Anaphylaxis,Oatmeal Stout,8.68,73.32,48.68 °L
Jalapeno Kolsch,Kölsch,4.97,21.6,3.74 °L
BahBrincô Helles,Munich Helles,5.05,26,5.27 °L
Mill Town Maibock,Maibock/Helles Bock,6.68,30.44,6.67 °L
Hazy IPA New Grain Bill,American IPA,7.1,82.39,5.89 °L
Marzen-Octoberfest,Oktoberfest/Märzen,5.57,20.98,7.1 °L
Ferris Sesh IPA 10 BBL 1-12-18,American Pale Ale,5.12,52.5,4.84 °L
With Pulp V2,Specialty IPA: New England IPA,6.73,46.06,3.96 °L
Knee Deep Simtra Triple IPA Clone,Double IPA,10.08,205.83,9.08 °L
Moonshine IPA,Imperial IPA,19.85,109.26,8.44 °L
JZ FRUH - Kolsch,Kölsch,4.92,20.46,2.9 °L
Russian Imperial Stout,Imperial Stout,14.69,64.26,50 °L
Rectal Bleeding Dark Strong,Belgian Dark Strong Ale,9.24,36.52,21.64 °L
English Dark Mild,Dark Mild,3.22,27.56,15.89 °L
Dunkel,Munich Dunkel,5.28,23.03,22.81 °L
Common Room ESB,Extra Special/Strong Bitter (ESB),5.82,40.65,10.43 °L
Basic Amber Ale (Extract),American Amber Ale,4.31,36.62,10.49 °L
Sweet Potato Stout,Sweet Stout,4.68,27.21,50 °L
SMASH Session Ale,American Pale Ale,3.52,55.74,3.02 °L
Oatmeal Stout - Cocoa Nibs,Oatmeal Stout,6.15,34.53,38.37 °L
BIAB Citra Rye IPA,American IPA,6.65,69.85,5.99 °L
Hobgoblin Clone,Northern English Brown,4.37,45.86,16.67 °L
Pirate Life IPA Clone,American IPA,6.8,62.94,8.54 °L
Pils,Bohemian Pilsener,5.23,44.73,3.29 °L
Rothfort 10,Belgian Dark Strong Ale,10.27,41.88,40 °L
Anchor California Lager Clone,Standard American Lager,4.38,26.14,3.81 °L
Divergence IRA,Specialty IPA: Red IPA,6.51,49.04,18.51 °L
Albino Squid Assassin Clone,Specialty IPA: Rye IPA,7.79,91.53,22.15 °L
Sierra Nevada Celebration Ale Clone,Specialty IPA: Red IPA,7.36,75.29,12.14 °L
Bohemian Pilsner #5.5 AG BIAB,Bohemian Pilsener,5.69,39.23,3.66 °L
5 - Belgian Mild 33lt,Mild,3.97,20.38,14.81 °L
One Gallon Mandarin Hefeweizen,Weizen/Weissbier,4.73,14.75,4.03 °L
Coopers Canadian Blonde,California Common Beer,5.83,0,4.11 °L
Summer Daze,Cream Ale,4.75,17.44,4.34 °L
Easy One Gallon Stout,American Stout,5.08,43.59,36.12 °L
Bakke Brygg American IPA Tropical Edition 20 L,American IPA,6.85,65.29,6.89 °L
Super Strong Barleywine,American Barleywine,16.17,262.94,10.51 °L
SMASH American Ale,American Pale Ale,5.04,38.21,2.8 °L
Catch Her In The Rye - Rye IPA,American IPA,7.59,48.09,21.61 °L
Gingerbread Brown,American Brown Ale,5.76,26.88,22.91 °L
Belgian Pale Ale,Belgian Pale Ale,5.26,22.56,8.6 °L
Robust Porter 3,American Porter,6.2,41.52,35.2 °L
"""DAGSI"" Apple-Ginger Cider",Common Cider,5.64,0,7.69 °L
Archie Michael - Milk Stout,Sweet Stout,4.74,32.7,35.76 °L
C And C - Tennents,International Pale Lager,4.02,14.89,2.7 °L
Citra Dry Hopped Berliner Weisse,Berliner Weisse,3.5,7.65,2.75 °L
L'il Pale Session,Blonde Ale,3.46,43.97,6.67 °L
IPA Experiment 1 - Rahr 2 Row,American IPA,5.47,67.12,7.07 °L
Reindeer Piss Holiday Ale,Holiday/Winter Special Spiced Beer,0,0,0 °L
Gumballhead Clone,American Wheat Beer,5.59,33.7,6.47 °L
Founders Reds Rye Clone,American IPA,7.15,71.32,12.31 °L
Bakke Brygg Weissbier 25 L,Weizen/Weissbier,4.99,11.87,4.87 °L
Wings,Specialty IPA: New England IPA,5.34,123.07,6.75 °L
Radio The Mothership,American IPA,7.98,81.09,4.5 °L
Requiem Raspberry,Fruit Beer,8.75,42.77,10.97 °L
Dry Stout Belhaven Scottish Stout Clone,Dry Stout,4.71,32.98,43.72 °L
2021 English Barleywine,English Barleywine,9.19,54.06,10.9 °L
Ginger Beer I,"Spice, Herb, or Vegetable Beer",4.87,0,14.96 °L
Dunkelweizen,Dunkles Weissbier,5.13,7.9,16.23 °L
Czech Pilsner,German Pilsner (Pils),4.96,50.91,3.26 °L
Saison,Saison,6.27,22.05,7.75 °L
BRAINS SA,Special/Best/Premium Bitter,4.22,25.08,11.08 °L
Saison Bernice,Saison,7.73,17.88,4.79 °L
Bakke Brygg Wit 50 L,Witbier,4.92,14.41,3.38 °L
Cream O' Da CrOPS,Cream Ale,4.28,15.67,2.25 °L
Northern English Brown Ale,British Brown Ale,3.86,25.12,12.07 °L
Easy IPA,American IPA,7.39,41.15,8.33 °L
Oatmeal Coffee Stout All Grain BIAB (1 Gallon),Oatmeal Stout,5.62,42.86,34.39 °L
RINGS OF LIGHT,American Pale Ale,4.65,50.11,5.59 °L
Easy Blonde Ale,American Amber Ale,6.65,36.96,21 °L
Belgian Raspberry Stout,Fruit Beer,6.6,17.01,50 °L
Altbier Sticke (Old Secret Ale),Düsseldorf Altbier,7.28,22.44,13.57 °L
Golden Monkey Clone,Belgian Tripel,7.81,26.41,5.95 °L
Double Pale Ale DP1,Imperial IPA,8.94,76.38,11.65 °L
Chinook/Cascade/Centennial/Columbus IIPA,American IPA,8.94,121.14,8.2 °L
"Lager (Vienna, Gold Medal)",Vienna Lager,4.95,27.48,10.98 °L
Summit EPA Clone V1.4,American Pale Ale,5.3,42.22,8.67 °L
Sunny D-Lite Session IPA,American IPA,4.61,59.21,5.55 °L
Kernel Table Beer,American Pale Ale,3.35,21.59,4.48 °L
Bakke Brygg Bock 20 L,Dunkles Bock,6.72,23.86,18.52 °L
Innis And Gunn Clone,Scottish Heavy 70/-,3.36,23.96,11.68 °L
Cherry Honey Imperial Oatmeal Stout,American Stout,8.67,69.43,40 °L
001 Bock - 01,Traditional Bock,6.58,22.54,19.94 °L
001 Bock - 01,Traditional Bock,6.58,22.54,19.94 °L
Single Hop Lager I,German Pilsner (Pils),5.1,25.88,3.97 °L
Jake's Smithwicks Clone,Irish Red Ale,5.68,19.27,23.77 °L
Grandma's Secret Stash,Oatmeal Stout,5.68,32.26,36.91 °L
Long Trail Ale Clone,Altbier,4.61,16.17,11.1 °L
Margarita Gose,Berliner Weisse,4.29,7.71,3.22 °L
3 Gallon - American Blonde Ale,Blonde Ale,5.4,21.34,5.2 °L
Widmer's BRRR,American Amber Ale,6.26,57.17,17.46 °L
